common,latin,year,source,pub.year,pub.title
Bent Spike-rush,Eleocharis geniculata,2009,Bulletin of the Torrey Botanical Club,1977,"COSEWIC assessment and status report on the Bent Spike-rush, Eleocharis geniculata, Great Lakes Plains population, Southern Mountain population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/581-2009E-PDF Publications - Canada.ca"
Bent Spike-rush,Eleocharis geniculata,2009,Novon,1996,"COSEWIC assessment and status report on the Bent Spike-rush, Eleocharis geniculata, Great Lakes Plains population, Southern Mountain population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/581-2009E-PDF Publications - Canada.ca"
Bent Spike-rush,Eleocharis geniculata,2009,Journal of Great Lakes Research,2003,"COSEWIC assessment and status report on the Bent Spike-rush, Eleocharis geniculata, Great Lakes Plains population, Southern Mountain population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/581-2009E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Province of British Columbia,2009,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,NA,2003,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Wetlands,2001,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Journal of Ethnopharmacology,2001,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Plant Ecology formerly `Vegetatio',2004,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,The Botanical Review,1991,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Restoration Ecology,2000,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Kew Bulletin,1985,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Economic Botany,1971,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Ecological Applications,1998,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Planta Medica,1996,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Conservation Biology,2004,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Oecologia,1994,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Ecology,1990,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Oecologia,1980,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Planta Medica,1991,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Annual Review of Ecology and Systematics,1992,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Muhlenberg's centaury,Centaurium muehlenbergii,2008,Bulletin of the Torrey Botanical Club,1959,"COSEWIC assessment and status report on the Muhlenberg's centaury, Centaurium muehlenbergii, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/554-2008E-PDF Publications - Canada.ca"
Pygmy Snaketail,Ophiogomphus howei,2009,International Union for Conservation of Nature,1990,"COSEWIC assessment and status report on the Pygmy Snaketail, Ophiogomphus howei, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/542-2009E-PDF Publications - Canada.ca"
Pygmy Snaketail,Ophiogomphus howei,2009,Proceedings of the Entomological Society of Washington,2013,"COSEWIC assessment and status report on the Pygmy Snaketail, Ophiogomphus howei, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/542-2009E-PDF Publications - Canada.ca"
Pygmy Snaketail,Ophiogomphus howei,2009,Northeastern Naturalist,2004,"COSEWIC assessment and status report on the Pygmy Snaketail, Ophiogomphus howei, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/542-2009E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,International Union for Conservation of Nature,2000,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,International Union for Conservation of Nature,1992,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Food and Agriculture Organization of the United Nations,2014,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Province of British Columbia,2004,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Province of British Columbia,2013,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Proceedings of the National Academy of Sciences,2014,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Journal of Mammalogy,1996,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Journal of Mammalogy,1989,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,The Journal of Island and Coastal Archaeology,2007,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Scientific Investigations Report,2009,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Ecological Monographs,1995,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Biological Conservation,2014,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Marine Mammal Science,1993,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Theoretical Population Biology,2007,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Coastal Management,2006,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Biological Conservation,1981,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Environmental Toxicology and Pharmacology,2001,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Sea Otter Conservation,2015,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Oecologia,2015,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Journal of Mammalogy,1995,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Ecology and Evolution,2019,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Sea Otter Conservation,2015,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Nature,2002,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Marine Mammal Science,2004,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,The Journal of Wildlife Management,1980,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Behavioral Ecology,2016,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Marine Mammal Survey and Assessment Methods,2021,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Journal of Wildlife Diseases,2018,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Science,1974,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Ecological Monographs,2011,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,ARCTIC,1997,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Marine Mammal Science,1992,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Global Crime,2009,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Ecology,2015,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Journal of Archaeological Science,2012,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Mammalian Biology,2012,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Journal of Mammalogy,2009,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Journal of Mammalogy,2009,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
sea otter,Enhydra lutris,2022,Ecology Letters,2012,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca"
