common,latin,final.year,source,journal.pub.year,pub.title
American Badger,Taxidea taxus,2013,Journal of arid environments,2009,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of mammalogy,1998,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of wildlife management,2008,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Mammalian species,1973,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Integrative zoology,2012,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Bioscience,1994,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of mammalogy,1972,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Annals of the new york academy of sciences,2002,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Biological conservation,2011,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,The southwestern naturalist,2002,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of mammalogy,1983,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of mammalogy,1972,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of mammalogy,2004,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,The american midland naturalist,2009,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,The american midland naturalist,2009,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,The american midland naturalist,2007,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of wildlife diseases,1999,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Proceedings of the vertebrate pest conference,2010,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of ecosystems and management,2010,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Oecologia,1993,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of wildlife diseases,1983,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of mammalogy,2004,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Forest & conservation history,1990,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Conservation biology,2005,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Comparative biochemistry and physiology part a: physiology,1985,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,The journal of wildlife management,1978,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Molecular phylogenetics and evolution,2006,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Canadian journal of zoology,2012,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Canadian journal of zoology,1981,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of zoology,2006,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Bmc biology,2008,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Bumble Bee,Bombus pensylvanicus,2019,International union for conservation of nature,2000,"COSEWIC assessment and status report on the American bumble bee, Bombus pensylvanicus, in Canada.: CW69-14/775-2019E-PDF Publications - Canada.ca"
