common,latin,final.year,source,journal.pub.year,pub.title
"""Eastslope"" Sculpin",Cottus sp. in Canada,2005,Journal of the fisheries research board of canada,1962,"COSEWIC assessment and status report on the ""Eastslope"" sculpin, Cottus sp. in Canada, St Mary and Milk River populations Committee on the Status of Endangered Wildlife in Canada.: CW69-14/432-2005E-PDF Publications - Canada.ca"
"""Eastslope"" Sculpin",Cottus sp. in Canada,2005,Copeia,1952,"COSEWIC assessment and status report on the ""Eastslope"" sculpin, Cottus sp. in Canada, St Mary and Milk River populations Committee on the Status of Endangered Wildlife in Canada.: CW69-14/432-2005E-PDF Publications - Canada.ca"
"""Eastslope"" Sculpin",Cottus sp. in Canada,2005,Canadian journal of zoology,1989,"COSEWIC assessment and status report on the ""Eastslope"" sculpin, Cottus sp. in Canada, St Mary and Milk River populations Committee on the Status of Endangered Wildlife in Canada.: CW69-14/432-2005E-PDF Publications - Canada.ca"
"""Eastslope"" Sculpin",Cottus sp. in Canada,2005,Zoologica : scientific contributions of the new york zoological society,1939,"COSEWIC assessment and status report on the ""Eastslope"" sculpin, Cottus sp. in Canada, St Mary and Milk River populations Committee on the Status of Endangered Wildlife in Canada.: CW69-14/432-2005E-PDF Publications - Canada.ca"
"""Eastslope"" Sculpin",Cottus sp. in Canada,2005,Copeia,1987,"COSEWIC assessment and status report on the ""Eastslope"" sculpin, Cottus sp. in Canada, St Mary and Milk River populations Committee on the Status of Endangered Wildlife in Canada.: CW69-14/432-2005E-PDF Publications - Canada.ca"
"""Eastslope"" Sculpin",Cottus sp. in Canada,2005,Canadian journal of zoology,1984,"COSEWIC assessment and status report on the ""Eastslope"" sculpin, Cottus sp. in Canada, St Mary and Milk River populations Committee on the Status of Endangered Wildlife in Canada.: CW69-14/432-2005E-PDF Publications - Canada.ca"
"""Eastslope"" Sculpin",Cottus sp. in Canada,2005,American midland naturalist,1955,"COSEWIC assessment and status report on the ""Eastslope"" sculpin, Cottus sp. in Canada, St Mary and Milk River populations Committee on the Status of Endangered Wildlife in Canada.: CW69-14/432-2005E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,International union for conservation of nature,2000,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Province of québec,2007,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Systematic zoology,1984,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,The auk,2006,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Animal behaviour,2005,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Journal of animal ecology,2008,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Conservation biology,2005,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Journal of field ornithology,2009,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,The auk,2007,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Molecular ecology,2002,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Journal of field ornithology,2006,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Journal of field ornithology,2005,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Journal of wildlife management,2006,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,The wilson bulletin,2000,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Journal of wildlife management,2006,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Landscape ecology,2006,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Northeastern naturalist,2008,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,The auk,2009,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Bird-banding,1966,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Conservation biology,1999,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,The birds of north america online,2002,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Acadian Flycatcher,Empidonax virescens,2010,Mitigation and adaptation strategies for global change,2008,"COSEWIC assessment and status report on the Acadian Flycatcher, Empidonax virescens, in Canada .: CW69-14/5-2010E-PDF Publications - Canada.ca"
Alkaline Wing-Nerved Moss,Pterygoneurum kozlovii,2005,The bryologist,1989,"COSEWIC assessment and status report on the alkaline wing-nerved moss, Pterygoneurum kozlovii, in Canada. Committee on the Status of Endangered Wildlife in Canada. : CW69-14/399-2005E-PDF Publications - Canada.ca"
Alkaline Wing-Nerved Moss,Pterygoneurum kozlovii,2005,The bryologist,1990,"COSEWIC assessment and status report on the alkaline wing-nerved moss, Pterygoneurum kozlovii, in Canada. Committee on the Status of Endangered Wildlife in Canada. : CW69-14/399-2005E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,New york state,2018,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Forest ecology and management,1989,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Vertigo,2004,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Herpetological monographs,2003,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1988,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1992,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1980,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ecological monographs,1979,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Canadian journal of zoology,1988,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,The american naturalist,1980,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1972,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Amphibia-reptilia,1990,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of environmental quality,1984,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ecological monographs,1973,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1982,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1978,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of chemical ecology,1994,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1991,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of heredity,1997,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Herpetological monographs,1996,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Behavioral ecology and sociobiology,1993,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ecological monographs,1961,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Behaviour,1991,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1995,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ecology,1987,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1972,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1989,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1981,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1996,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ethology,2002,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Conservation biology,2003,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Proceedings of the royal society of london. Series b: biological sciences,1995,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ecological monographs,1973,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1977,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Animal behaviour,1994,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Evolution,1985,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1979,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1983,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Oecologia,1984,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,The american naturalist,1994,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1993,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Japanese journal of herpetology,1976,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Science,1980,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,American midland naturalist,1973,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1995,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ecology,1972,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of environmental quality,1994,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Journal of herpetology,1979,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Animal behaviour,1989,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Animal behaviour,1993,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,The canadian entomologist,1965,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Molecular ecology,2004,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,The american naturalist,1988,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Amphibia-reptilia,1988,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Science,1986,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Copeia,1986,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
Allegheny Mountain Dusky Salamander,Desmognathus ochrophaeus,2007,Ecological monographs,1972,"COSEWIC assessment and update status report on the Allegheny mountain dusky salamander, Desmognathus ochrophaeus, Great Lakes/St. Lawrence population, Carolinian population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/512-2007E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Biological conservation,2010,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Canadian journal of zoology,2002,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Journal of applied ecology,2005,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
American Badger,Taxidea taxus,2013,Canadian journal of zoology,2005,"COSEWIC assessment and status report on the American badger, Taxidea taxus, jacksoni subspecies (Taxidea taxus jacksoni), jeffersonii subspecies / Eastern population (Taxidea taxus jeffersonii), jeffersonii subspecies / Western population (Taxidea taxus jeffersonii), taxus subspecies (Taxidea taxus taxus), in Canada .: CW69-14/91-2013E-PDF Publications - Canada.ca"
