common,latin,final.year,source,journal.pub.year,pub.title
Spotted Turtle,Clemmys guttata,2014,Copeia,2012,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Conservation Biology,2002,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Ecological Applications,1995,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Environmental Progress,2003,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,2009,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,1988,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Chelonian Conservation and Biology,2015,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,2001,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Ecology,1994,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Canadian Journal of Zoology,1999,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Applied Ecology,2008,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Animal Conservation,2008,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Animal Behaviour,2001,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Physiological Zoology,1993,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Proceedings of the National Academy of Sciences,1994,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Oecologia,2004,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Conservation Biology,2001,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Conservation Genetics,2004,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,The Canadian Field-Naturalist,2011,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Chelonian Conservation and Biology,2018,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Molecular Phylogenetics and Evolution,2002,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,1976,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Estuaries,1978,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Copeia,2006,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,2003,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Copeia,1991,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Canadian Journal of Zoology,1998,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Wetlands,2010,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Ecology,2002,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Conservation Biology,2004,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,American Zoologist,1994,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,1998,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Biological Conservation,2005,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Canadian Journal of Zoology,1991,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Biological Conservation,2007,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Chelonian Conservation and Biology,2010,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Copeia,1990,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Landscape Ecology,2008,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Northeastern Naturalist,2010,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Conservation Biology,1993,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Canadian Journal of Zoology,2014,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,1982,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Copeia,1967,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Copeia,1970,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,The Journal of Wildlife Management,2012,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Biological Conservation,2008,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Canadian Journal of Zoology,2009,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Conservation Biology,1993,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Conservation Biology,2005,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Journal of Herpetology,2000,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Functional Ecology,1999,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Canadian Journal of Zoology,1999,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Applied Herpetology,2006,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Copeia,2010,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Herpetologica,2006,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Copeia,2004,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Annual Review of Ecology and Systematics,1998,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Spotted Turtle,Clemmys guttata,2014,Chelonian Research Monographs,2014,"COSEWIC assessment and status report on the Spotted Turtle, Clemmys guttata, in Canada ."
Black Swift,Cypseloides niger,2015,IPCC,2007,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Avian Conservation and Ecology,2011,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Wilson Journal of Ornithology,2008,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Annales Zoologici Fennici,2010,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Nature,2014,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Proceedings of the Royal Society B: Biological Sciences,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Wilson Journal of Ornithology,2012,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,"Agriculture, Ecosystems & Environment",2007,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Auk,1925,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ibis,2007,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Animal Migration,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Conservation Biology,2008,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Birds of North America Online,2002,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Journal of Applied Ecology,2002,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Behavioral Ecology,1993,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Condor,1986,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,NA,2010,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Journal of Threatened Taxa,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Condor,1997,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Science,2004,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Auk,1998,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Journal of Biogeography,2003,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ornithological Monographs,1968,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Condor,1994,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Nature,2006,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Proceedings of the National Academy of Sciences,2008,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Wilson Journal of Ornithology,2007,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Avian Conservation and Ecology,2010,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Biological Conservation,2006,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ecology,2011,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ecography,1992,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ringing & Migration,2008,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Oecologia,2006,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Proceedings of the Royal Society B: Biological Sciences,2012,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Wildlife Society Bulletin,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Auk,1941,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Nature Communications,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Southwestern Naturalist,1989,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Wilson Journal of Ornithology,2012,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Murrelet,1959,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,The Condor,1956,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Neotropical Birds,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Journal of Wildlife Management,2008,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ibis,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Global Ecology and Biogeography,2008,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ecological Applications,2008,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Canadian Journal of Zoology,2011,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Ecological Applications,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Black Swift,Cypseloides niger,2015,Science,2013,"COSEWIC assessment and status report on the Black Swift, Cypseloides niger, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Caribou,Rangifer tarandus,2017,Province of Manitoba,2007,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,International Union for Conservation of Nature,2000,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Nunavut,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Yukon,2004,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Nunavut,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Nunavut,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Nunavut,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Nunavut,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Nunavut,2016,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Nunavut,2010,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Government of Northwest Territories,2017,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1990,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,International Journal for Parasitology: Parasites and Wildlife,2014,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Nature Conservation,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecography,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Parasitology,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1991,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Parasitology,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Wildlife Diseases,1997,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Veterinary Microbiology,2010,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,1986,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,1994,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Fish and Fisheries,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,PLoS Biology,2008,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Range Management,2000,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,BMC Veterinary Research,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2000,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian biodiversity: ecosystem status and trends 2010,2015,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Journal of Wildlife Management,1974,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Animal Reproduction Science,2000,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,2004,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,International Journal of Immunogenetics,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1990,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1990,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,PLoS ONE,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Heredity,2006,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,PLoS Biology,2008,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1996,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Science of The Total Environment,1995,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,2008,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Movement Ecology,2016,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Geophysical Research,2003,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,1991,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Biodiversity,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,2015,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,"Arctic, Antarctic, and Alpine Research",2008,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Mammalogy,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,1972,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,1992,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Polar Research,2000,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Range Management,1985,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Canadian Journal of Zoology,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,�coscience,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Proceedings of the Royal Society of London. Series B: Biological Sciences,2002,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Journal of Wildlife Management,2011,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Wildlife Biology,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Science of The Total Environment,1999,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,PLOS ONE,2017,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,The Journal of Wildlife Management,1974,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Marine Ecology Progress Series,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Natural Resources,2014,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,1996,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Mammalogy,2005,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,University of Northern British Columbia,2017,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Animal Ecology,2008,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Journal of Wildlife Diseases,2013,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Ecology Letters,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,Rangifer,2012,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,1998,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
Caribou,Rangifer tarandus,2017,ARCTIC,2009,"COSEWIC assessment and status report on the caribou, Rangifer tarandus, barren-ground population, in Canada ."
