common,latin,final.year,source,journal.pub.year,pub.title
Limber Pine,Pinus flexilis,2014,G�ographie physique et Quaternaire,2002,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecology,1999,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Evolutionary Applications,2014,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,BioScience,1993,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Forest Pathology,2010,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Canadian Journal of Forest Research,2007,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Journal of Vegetation Science,2010,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,International Journal of Wildland Fire,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Phytopathology,2014,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,�coscience,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,American Journal of Botany,1988,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,The American Naturalist,2012,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,"Plant, Cell and Environment",2002,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Canadian Journal of Botany,1996,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Oecologia,2013,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,The Condor,1980,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecological Monographs,1977,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Evolution,1995,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecological Monographs,1970,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Forest Ecology and Management,2009,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Plant Disease,2006,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Canadian Journal of Forest Research,2013,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecological Modelling,1990,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,BioScience,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecological Applications,2012,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,NA,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,The Canadian Entomologist,2010,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Geophysical Research Letters,2004,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Climatic Change,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecological Complexity,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,"Annual Review of Ecology, Evolution, and Systematics",2007,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Evolutionary Applications,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecology Letters,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecology,2006,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Annals of Botany,1991,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Paleobiology,2000,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Journal of Biogeography,2002,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Nature,2011,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Science,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,"Annual Review of Ecology, Evolution, and Systematics",2012,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Journal of Theoretical Biology,2006,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Ecological Applications,2009,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Journal of Forest Research,2007,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Pink-Footed Shearwater,Ardenna creatopus,2017,International Union for Conservation of Nature,2000,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Emu - Austral Ornithology,2004,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Colonial Waterbirds,1989,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Journal of Ornithology,2004,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Aliso,1997,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Vertebrate Conservation and Biodiversity,2007,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Proceedings of the National Academy of Sciences,2015,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Investigaciones marinas,1994,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,The Condor,1947,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Ibis,2008,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,The Auk,2004,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,The Condor,1942,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Marine Pollution Bulletin,2013,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Marine Biology,1989,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Environmental Pollution,2003,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Colonial Waterbirds,1997,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,The Auk,2000,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Waterbirds: The International Journal of Waterbird Biology,2001,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Canadian Journal of Zoology,1983,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Environmental Health Perspectives,2000,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Journal of Industrial Microbiology and Biotechnology,2003,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Marine Pollution Bulletin,2008,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Heredity,2012,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Universidad Peruana de Ciencias Aplicadas,2019,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Journal of Biogeography,1992,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Global Change Biology,2013,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-Footed Shearwater,Ardenna creatopus,2017,Oryx,1992,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Fin Whale,Balaenoptera physalus,2019,International Whaling Commission (IWC),2013,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
Fin Whale,Balaenoptera physalus,2019,Department of Commerce,2021,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
Fin Whale,Balaenoptera physalus,2019,Food and Agriculture Organization of the United Nations,1993,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
Fin Whale,Balaenoptera physalus,2019,Ecology and Evolution,2017,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
Fin Whale,Balaenoptera physalus,2019,Journal of the Fisheries Research Board of Canada,1977,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
